Email,Major Name,Degree Type
jt5611@illinois.edu,Computer Science + Philosophy, BSLAS
jt4045@illinois.edu,Computer Engineering, BS
jt5087@illinois.edu,Computer Science + Animal Sciences, BS
jt655@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5544@illinois.edu,Computer Science + Music, BS
jt5395@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5768@illinois.edu,Computer Science + Philosophy, BSLAS
jt1049@illinois.edu,Computer Science + Astronomy, BSLAS
jt5236@illinois.edu,Computer Science + Education, BS
jt2728@illinois.edu,Computer Science + Music, BS
jt5442@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4828@illinois.edu,Computer Science + Anthropology, BSLAS
jt2060@illinois.edu,Computer Science + Chemistry, BSLAS
jt1997@illinois.edu,Computer Science + Anthropology, BSLAS
jt3649@illinois.edu,Computer Science + Education, BS
jt1415@illinois.edu,Computer Science + Philosophy, BSLAS
jt5791@illinois.edu,Computer Science + Bioengineering, BS
jt568@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2274@illinois.edu,Computer Science + Anthropology, BSLAS
jt3599@illinois.edu,Computer Science + Economics, BSLAS
jt4589@illinois.edu,Computer Science + Education, BS
jt3069@illinois.edu,Computer Science + Bioengineering, BS
jt3026@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4203@illinois.edu,Computer Engineering, BS
jt5942@illinois.edu,Computer Science + Linguistics, BSLAS
jt5929@illinois.edu,Computer Science + Music, BS
jt5060@illinois.edu,Computer Science + Advertising, BS
jt3440@illinois.edu,Computer Science + Advertising, BS
jt5696@illinois.edu,Statistics & Computer Science, BSLAS
jt4867@illinois.edu,Computer Science + Music, BS
jt2209@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt723@illinois.edu,Computer Engineering, BS
jt1293@illinois.edu,Computer Science + Anthropology, BSLAS
jt5820@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt251@illinois.edu,Computer Science + Chemistry, BSLAS
jt2207@illinois.edu,Computer Science + Anthropology, BSLAS
jt2476@illinois.edu,Computer Science + Animal Sciences, BS
jt4588@illinois.edu,Computer Science + Chemistry, BSLAS
jt320@illinois.edu,Computer Science + Astronomy, BSLAS
jt5261@illinois.edu,Computer Science & Music, BS
jt2151@illinois.edu,Computer Science + Astronomy, BSLAS
jt3822@illinois.edu,Statistics & Computer Science, BSLAS
jt5024@illinois.edu,Computer Science + Advertising, BS
jt3278@illinois.edu,Computer Science + Anthropology, BSLAS
jt199@illinois.edu,Computer Science & Music, BS
jt3117@illinois.edu,Computer Science + Anthropology, BSLAS
jt2868@illinois.edu,Computer Science + Anthropology, BSLAS
jt3559@illinois.edu,Computer Science + Anthropology, BSLAS
jt3192@illinois.edu,Computer Science + Music, BS
jt1820@illinois.edu,Computer Science + Philosophy, BSLAS
jt4575@illinois.edu,Computer Science + Physics, BS
jt243@illinois.edu,Computer Science + Anthropology, BSLAS
jt2733@illinois.edu,Computer Science, BS
jt1015@illinois.edu,Computer Science + Education, BS
jt4743@illinois.edu,Statistics & Computer Science, BSLAS
jt5370@illinois.edu,Computer Science & Music, BS
jt4454@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt462@illinois.edu,Computer Science + Anthropology, BSLAS
jt1491@illinois.edu,Computer Science + Advertising, BS
jt434@illinois.edu,Statistics & Computer Science, BSLAS
jt4591@illinois.edu,Computer Science + Philosophy, BSLAS
jt763@illinois.edu,Computer Science + Advertising, BS
jt4837@illinois.edu,Statistics & Computer Science, BSLAS
jt5826@illinois.edu,Computer Science + Philosophy, BSLAS
jt3216@illinois.edu,Computer Science + Chemistry, BSLAS
jt948@illinois.edu,Statistics & Computer Science, BSLAS
jt1811@illinois.edu,Computer Science + Animal Sciences, BS
jt3963@illinois.edu,Statistics & Computer Science, BSLAS
jt4499@illinois.edu,Computer Science + Animal Sciences, BS
jt5568@illinois.edu,Computer Science + Astronomy, BSLAS
jt1296@illinois.edu,Computer Science + Animal Sciences, BS
jt1236@illinois.edu,Computer Science + Crop Sciences, BS
jt2144@illinois.edu,Computer Science + Advertising, BS
jt4686@illinois.edu,Computer Science + Economics, BSLAS
jt4178@illinois.edu,Computer Science + Bioengineering, BS
jt111@illinois.edu,Computer Science + Philosophy, BSLAS
jt4767@illinois.edu,Computer Science + Advertising, BS
jt5895@illinois.edu,Computer Science, BS
jt2772@illinois.edu,Computer Science + Chemistry, BSLAS
jt1011@illinois.edu,Computer Science + Philosophy, BSLAS
jt1065@illinois.edu,Computer Science + Economics, BSLAS
jt3143@illinois.edu,Computer Science & Music, BS
jt5714@illinois.edu,Computer Science + Bioengineering, BS
jt2252@illinois.edu,Mathematics & Computer Science, BSLAS
jt2828@illinois.edu,Computer Engineering, BS
jt2025@illinois.edu,Computer Science + Linguistics, BSLAS
jt5413@illinois.edu,Computer Science + Economics, BSLAS
jt4234@illinois.edu,Computer Science + Crop Sciences, BS
jt1915@illinois.edu,Computer Science + Linguistics, BSLAS
jt4894@illinois.edu,Computer Science + Physics, BS
jt2315@illinois.edu,Computer Science + Philosophy, BSLAS
jt2397@illinois.edu,Computer Science + Chemistry, BSLAS
jt888@illinois.edu,Computer Science + Philosophy, BSLAS
jt5874@illinois.edu,Computer Engineering, BS
jt1785@illinois.edu,Computer Science + Advertising, BS
jt3893@illinois.edu,Computer Science + Education, BS
jt1383@illinois.edu,Computer Science + Crop Sciences, BS
jt249@illinois.edu,Computer Science + Advertising, BS
jt1613@illinois.edu,Computer Science & Music, BS
jt5075@illinois.edu,Computer Science + Economics, BSLAS
jt5622@illinois.edu,Computer Science + Philosophy, BSLAS
jt3298@illinois.edu,Computer Science + Education, BS
jt2173@illinois.edu,Computer Science + Linguistics, BSLAS
jt2846@illinois.edu,Computer Engineering, BS
jt4377@illinois.edu,Mathematics & Computer Science, BSLAS
jt1597@illinois.edu,Computer Science + Education, BS
jt329@illinois.edu,Computer Science + Music, BS
jt4174@illinois.edu,Mathematics & Computer Science, BSLAS
jt2571@illinois.edu,Computer Science + Linguistics, BSLAS
jt3373@illinois.edu,Computer Science + Chemistry, BSLAS
jt4982@illinois.edu,Computer Science + Bioengineering, BS
jt5922@illinois.edu,Computer Science + Education, BS
jt3090@illinois.edu,Computer Science + Crop Sciences, BS
jt3608@illinois.edu,Computer Science + Linguistics, BSLAS
jt30@illinois.edu,Computer Science + Physics, BS
jt2531@illinois.edu,Computer Science + Education, BS
jt1028@illinois.edu,Computer Science + Bioengineering, BS
jt3567@illinois.edu,Statistics & Computer Science, BSLAS
jt2371@illinois.edu,Computer Science + Philosophy, BSLAS
jt1546@illinois.edu,Computer Science + Music, BS
jt2524@illinois.edu,Computer Science + Advertising, BS
jt4280@illinois.edu,Computer Engineering, BS
jt4998@illinois.edu,Computer Science + Linguistics, BSLAS
jt3630@illinois.edu,Computer Science, BS
jt834@illinois.edu,Computer Science, BS
jt1480@illinois.edu,Computer Science + Animal Sciences, BS
jt3685@illinois.edu,Computer Science + Animal Sciences, BS
jt3107@illinois.edu,Computer Science + Animal Sciences, BS
jt938@illinois.edu,Computer Science + Music, BS
jt1009@illinois.edu,Computer Engineering, BS
jt2972@illinois.edu,Statistics & Computer Science, BSLAS
jt5619@illinois.edu,Computer Science, BS
jt4527@illinois.edu,Computer Science + Animal Sciences, BS
jt4976@illinois.edu,Computer Science + Physics, BS
jt2767@illinois.edu,Computer Engineering, BS
jt2625@illinois.edu,Computer Science + Advertising, BS
jt1258@illinois.edu,Computer Science + Bioengineering, BS
jt4010@illinois.edu,Computer Science + Education, BS
jt4519@illinois.edu,Computer Science + Crop Sciences, BS
jt4463@illinois.edu,Computer Science + Music, BS
jt4523@illinois.edu,Computer Science & Music, BS
jt2817@illinois.edu,Statistics & Computer Science, BSLAS
jt2751@illinois.edu,Computer Science + Crop Sciences, BS
jt1593@illinois.edu,Computer Science + Education, BS
jt5456@illinois.edu,Computer Science + Anthropology, BSLAS
jt2433@illinois.edu,Computer Science + Economics, BSLAS
jt3144@illinois.edu,Computer Science + Animal Sciences, BS
jt5002@illinois.edu,Computer Science + Education, BS
jt4826@illinois.edu,Computer Science + Crop Sciences, BS
jt354@illinois.edu,Computer Science + Linguistics, BSLAS
jt3684@illinois.edu,Computer Engineering, BS
jt982@illinois.edu,Computer Science + Astronomy, BSLAS
jt1666@illinois.edu,Computer Science + Linguistics, BSLAS
jt817@illinois.edu,Computer Science + Economics, BSLAS
jt1682@illinois.edu,Computer Science + Astronomy, BSLAS
jt4312@illinois.edu,Computer Science + Economics, BSLAS
jt5594@illinois.edu,Computer Science + Economics, BSLAS
jt3863@illinois.edu,Computer Science & Music, BS
jt3852@illinois.edu,Computer Science + Music, BS
jt1763@illinois.edu,Computer Science + Economics, BSLAS
jt3515@illinois.edu,Computer Science + Advertising, BS
jt5492@illinois.edu,Computer Science + Philosophy, BSLAS
jt4715@illinois.edu,Mathematics & Computer Science, BSLAS
jt1033@illinois.edu,Computer Science + Chemistry, BSLAS
jt2615@illinois.edu,Computer Science & Music, BS
jt169@illinois.edu,Computer Science & Music, BS
jt2416@illinois.edu,Mathematics & Computer Science, BSLAS
jt3282@illinois.edu,Computer Science + Bioengineering, BS
jt3751@illinois.edu,Computer Engineering, BS
jt4073@illinois.edu,Computer Science + Music, BS
jt4366@illinois.edu,Computer Science + Education, BS
jt663@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3175@illinois.edu,Computer Science & Music, BS
jt1342@illinois.edu,Computer Science + Anthropology, BSLAS
jt579@illinois.edu,Computer Science + Linguistics, BSLAS
jt4013@illinois.edu,Computer Engineering, BS
jt2259@illinois.edu,Computer Science + Advertising, BS
jt5777@illinois.edu,Computer Science + Music, BS
jt2761@illinois.edu,Computer Science + Chemistry, BSLAS
jt3453@illinois.edu,Computer Science + Philosophy, BSLAS
jt1879@illinois.edu,Computer Science + Education, BS
jt4395@illinois.edu,Computer Science + Astronomy, BSLAS
jt1528@illinois.edu,Computer Science + Advertising, BS
jt5486@illinois.edu,Computer Science + Linguistics, BSLAS
jt396@illinois.edu,Computer Science + Anthropology, BSLAS
jt3652@illinois.edu,Computer Science + Philosophy, BSLAS
jt4934@illinois.edu,Computer Science + Bioengineering, BS
jt445@illinois.edu,Computer Engineering, BS
jt3302@illinois.edu,Computer Science + Music, BS
jt1220@illinois.edu,Computer Engineering, BS
jt3073@illinois.edu,Computer Science + Anthropology, BSLAS
jt3112@illinois.edu,Computer Science + Chemistry, BSLAS
jt1983@illinois.edu,Computer Science & Music, BS
jt3934@illinois.edu,Computer Engineering, BS
jt5849@illinois.edu,Computer Science + Education, BS
jt1532@illinois.edu,Computer Science + Astronomy, BSLAS
jt263@illinois.edu,Computer Science + Philosophy, BSLAS
jt4242@illinois.edu,Computer Science + Chemistry, BSLAS
jt4430@illinois.edu,Computer Science, BS
jt1699@illinois.edu,Computer Science & Music, BS
jt2435@illinois.edu,Computer Engineering, BS
jt3877@illinois.edu,Statistics & Computer Science, BSLAS
jt456@illinois.edu,Computer Science + Linguistics, BSLAS
jt1810@illinois.edu,Computer Science + Chemistry, BSLAS
jt4592@illinois.edu,Computer Science + Bioengineering, BS
jt5490@illinois.edu,Computer Science, BS
jt3063@illinois.edu,Computer Science + Bioengineering, BS
jt2469@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2309@illinois.edu,Computer Science + Economics, BSLAS
jt5034@illinois.edu,Computer Science + Linguistics, BSLAS
jt5672@illinois.edu,Computer Science + Bioengineering, BS
jt285@illinois.edu,Computer Science + Astronomy, BSLAS
jt5449@illinois.edu,Computer Science + Animal Sciences, BS
jt2718@illinois.edu,Computer Science & Music, BS
jt4157@illinois.edu,Computer Science + Philosophy, BSLAS
jt2669@illinois.edu,Computer Science + Music, BS
jt2874@illinois.edu,Computer Science + Anthropology, BSLAS
jt5733@illinois.edu,Computer Science, BS
jt266@illinois.edu,Computer Science + Chemistry, BSLAS
jt364@illinois.edu,Computer Science + Physics, BS
jt3738@illinois.edu,Computer Engineering, BS
jt3731@illinois.edu,Computer Science + Advertising, BS
jt1156@illinois.edu,Computer Science + Economics, BSLAS
jt4193@illinois.edu,Computer Science + Astronomy, BSLAS
jt5705@illinois.edu,Computer Science + Linguistics, BSLAS
jt4449@illinois.edu,Computer Science + Animal Sciences, BS
jt2779@illinois.edu,Computer Science + Anthropology, BSLAS
jt3647@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1333@illinois.edu,Computer Science + Animal Sciences, BS
jt2204@illinois.edu,Mathematics & Computer Science, BSLAS
jt5494@illinois.edu,Mathematics & Computer Science, BSLAS
jt2386@illinois.edu,Computer Science, BS
jt648@illinois.edu,Computer Science + Music, BS
jt2238@illinois.edu,Computer Science + Bioengineering, BS
jt4152@illinois.edu,Computer Science + Economics, BSLAS
jt5122@illinois.edu,Computer Engineering, BS
jt1932@illinois.edu,Computer Science + Economics, BSLAS
jt3916@illinois.edu,Computer Science + Astronomy, BSLAS
jt5380@illinois.edu,Computer Science + Advertising, BS
jt1778@illinois.edu,Computer Science + Economics, BSLAS
jt3668@illinois.edu,Computer Science + Music, BS
jt4279@illinois.edu,Computer Science + Education, BS
jt3051@illinois.edu,Computer Science + Education, BS
jt1784@illinois.edu,Computer Science + Animal Sciences, BS
jt3556@illinois.edu,Computer Science + Advertising, BS
jt4995@illinois.edu,Computer Science + Chemistry, BSLAS
jt2112@illinois.edu,Computer Science + Education, BS
jt4041@illinois.edu,Computer Science + Physics, BS
jt3020@illinois.edu,Statistics & Computer Science, BSLAS
jt5575@illinois.edu,Computer Engineering, BS
jt4895@illinois.edu,Computer Science + Astronomy, BSLAS
jt5156@illinois.edu,Computer Science + Astronomy, BSLAS
jt3704@illinois.edu,Computer Science + Linguistics, BSLAS
jt5091@illinois.edu,Computer Science + Philosophy, BSLAS
jt2732@illinois.edu,Computer Science + Astronomy, BSLAS
jt5978@illinois.edu,Computer Science + Bioengineering, BS
jt3965@illinois.edu,Statistics & Computer Science, BSLAS
jt708@illinois.edu,Computer Science + Advertising, BS
jt5610@illinois.edu,Computer Science + Physics, BS
jt3569@illinois.edu,Computer Science + Bioengineering, BS
jt5342@illinois.edu,Mathematics & Computer Science, BSLAS
jt3232@illinois.edu,Computer Science + Education, BS
jt3115@illinois.edu,Computer Science, BS
jt4470@illinois.edu,Computer Science + Bioengineering, BS
jt4364@illinois.edu,Computer Science + Linguistics, BSLAS
jt1286@illinois.edu,Computer Science + Physics, BS
jt5408@illinois.edu,Computer Science + Economics, BSLAS
jt338@illinois.edu,Computer Science + Linguistics, BSLAS
jt3227@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3806@illinois.edu,Statistics & Computer Science, BSLAS
jt2528@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3906@illinois.edu,Computer Science + Education, BS
jt5614@illinois.edu,Mathematics & Computer Science, BSLAS
jt4694@illinois.edu,Computer Science + Bioengineering, BS
jt5301@illinois.edu,Computer Science + Music, BS
jt5753@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3297@illinois.edu,Mathematics & Computer Science, BSLAS
jt2851@illinois.edu,Statistics & Computer Science, BSLAS
jt841@illinois.edu,Computer Science + Astronomy, BSLAS
jt5810@illinois.edu,Computer Science & Music, BS
jt2361@illinois.edu,Computer Science + Advertising, BS
jt4727@illinois.edu,Computer Science + Economics, BSLAS
jt498@illinois.edu,Computer Science + Anthropology, BSLAS
jt5926@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3463@illinois.edu,Computer Engineering, BS
jt1403@illinois.edu,Computer Science & Music, BS
jt3555@illinois.edu,Computer Science + Economics, BSLAS
jt2581@illinois.edu,Computer Science + Bioengineering, BS
jt4865@illinois.edu,Computer Science + Economics, BSLAS
jt3913@illinois.edu,Computer Science + Linguistics, BSLAS
jt2241@illinois.edu,Computer Science + Economics, BSLAS
jt2082@illinois.edu,Computer Science + Animal Sciences, BS
jt4099@illinois.edu,Computer Science + Economics, BSLAS
jt2643@illinois.edu,Computer Science + Physics, BS
jt657@illinois.edu,Mathematics & Computer Science, BSLAS
jt2392@illinois.edu,Mathematics & Computer Science, BSLAS
jt5553@illinois.edu,Computer Science + Linguistics, BSLAS
jt2304@illinois.edu,Computer Science + Anthropology, BSLAS
jt2914@illinois.edu,Computer Science + Music, BS
jt1077@illinois.edu,Computer Science + Crop Sciences, BS
jt4562@illinois.edu,Computer Science + Linguistics, BSLAS
jt2477@illinois.edu,Statistics & Computer Science, BSLAS
jt1346@illinois.edu,Computer Science + Astronomy, BSLAS
jt3772@illinois.edu,Computer Science + Animal Sciences, BS
jt3697@illinois.edu,Computer Science + Animal Sciences, BS
jt1905@illinois.edu,Computer Science + Animal Sciences, BS
jt5266@illinois.edu,Computer Engineering, BS
jt2714@illinois.edu,Mathematics & Computer Science, BSLAS
jt114@illinois.edu,Computer Science + Advertising, BS
jt315@illinois.edu,Computer Science + Economics, BSLAS
jt261@illinois.edu,Computer Science + Crop Sciences, BS
jt5154@illinois.edu,Computer Science + Advertising, BS
jt1402@illinois.edu,Computer Science + Advertising, BS
jt5588@illinois.edu,Computer Science + Philosophy, BSLAS
jt2449@illinois.edu,Computer Science + Economics, BSLAS
jt4428@illinois.edu,Computer Science & Music, BS
jt1210@illinois.edu,Computer Science & Music, BS
jt452@illinois.edu,Computer Engineering, BS
jt2011@illinois.edu,Computer Science, BS
jt304@illinois.edu,Computer Science & Music, BS
jt5998@illinois.edu,Computer Science + Bioengineering, BS
jt5666@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2272@illinois.edu,Computer Science + Economics, BSLAS
jt217@illinois.edu,Computer Science + Crop Sciences, BS
jt1404@illinois.edu,Computer Science + Linguistics, BSLAS
jt3239@illinois.edu,Computer Science + Philosophy, BSLAS
jt5487@illinois.edu,Computer Science + Chemistry, BSLAS
jt3511@illinois.edu,Computer Science + Education, BS
jt5864@illinois.edu,Computer Science + Music, BS
jt3215@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt437@illinois.edu,Computer Science + Physics, BS
jt1894@illinois.edu,Computer Science + Economics, BSLAS
jt2290@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3357@illinois.edu,Computer Science & Music, BS
jt3178@illinois.edu,Computer Science + Chemistry, BSLAS
jt1488@illinois.edu,Computer Science + Advertising, BS
jt5603@illinois.edu,Statistics & Computer Science, BSLAS
jt3734@illinois.edu,Computer Science + Advertising, BS
jt771@illinois.edu,Computer Science & Music, BS
jt4736@illinois.edu,Computer Science & Music, BS
jt527@illinois.edu,Computer Science + Astronomy, BSLAS
jt1547@illinois.edu,Computer Science + Crop Sciences, BS
jt2499@illinois.edu,Computer Science + Bioengineering, BS
jt3200@illinois.edu,Computer Science + Advertising, BS
jt106@illinois.edu,Computer Science + Astronomy, BSLAS
jt1944@illinois.edu,Computer Science + Chemistry, BSLAS
jt489@illinois.edu,Computer Science + Economics, BSLAS
jt19@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5389@illinois.edu,Computer Science + Chemistry, BSLAS
jt5938@illinois.edu,Computer Science + Physics, BS
jt535@illinois.edu,Computer Science + Economics, BSLAS
jt3374@illinois.edu,Computer Science + Astronomy, BSLAS
jt4097@illinois.edu,Computer Science + Bioengineering, BS
jt1019@illinois.edu,Computer Science & Music, BS
jt3394@illinois.edu,Computer Science + Animal Sciences, BS
jt2987@illinois.edu,Computer Science + Astronomy, BSLAS
jt4209@illinois.edu,Computer Science + Physics, BS
jt2319@illinois.edu,Computer Science + Economics, BSLAS
jt5815@illinois.edu,Computer Science & Music, BS
jt4557@illinois.edu,Mathematics & Computer Science, BSLAS
jt5671@illinois.edu,Computer Science + Economics, BSLAS
jt1766@illinois.edu,Statistics & Computer Science, BSLAS
jt5335@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5149@illinois.edu,Computer Science + Bioengineering, BS
jt3565@illinois.edu,Computer Science + Animal Sciences, BS
jt3732@illinois.edu,Computer Engineering, BS
jt5483@illinois.edu,Computer Science + Advertising, BS
jt5232@illinois.edu,Computer Science + Bioengineering, BS
jt830@illinois.edu,Computer Science + Education, BS
jt1255@illinois.edu,Computer Science & Music, BS
jt4663@illinois.edu,Computer Science + Bioengineering, BS
jt4218@illinois.edu,Computer Science + Music, BS
jt4171@illinois.edu,Computer Science + Animal Sciences, BS
jt5332@illinois.edu,Computer Science + Chemistry, BSLAS
jt4874@illinois.edu,Computer Science + Linguistics, BSLAS
jt3948@illinois.edu,Computer Science & Music, BS
jt3113@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt182@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt4728@illinois.edu,Computer Science + Bioengineering, BS
jt619@illinois.edu,Computer Science + Physics, BS
jt2509@illinois.edu,Computer Science + Astronomy, BSLAS
jt1107@illinois.edu,Computer Science + Advertising, BS
jt1777@illinois.edu,Computer Science + Animal Sciences, BS
jt3242@illinois.edu,Computer Science + Education, BS
jt5581@illinois.edu,Computer Science + Chemistry, BSLAS
jt943@illinois.edu,Computer Science + Animal Sciences, BS
jt2257@illinois.edu,Computer Science + Chemistry, BSLAS
jt5021@illinois.edu,Computer Engineering, BS
jt4590@illinois.edu,Computer Science & Music, BS
jt3422@illinois.edu,Computer Science, BS
jt902@illinois.edu,Computer Science + Astronomy, BSLAS
jt368@illinois.edu,Computer Engineering, BS
jt2121@illinois.edu,Computer Science + Music, BS
jt4021@illinois.edu,Computer Science + Physics, BS
jt2492@illinois.edu,Computer Science + Chemistry, BSLAS
jt3711@illinois.edu,Computer Engineering, BS
jt631@illinois.edu,Computer Science + Astronomy, BSLAS
jt1721@illinois.edu,Computer Science + Anthropology, BSLAS
jt2697@illinois.edu,Computer Science + Philosophy, BSLAS
jt3246@illinois.edu,Computer Science + Advertising, BS
jt3809@illinois.edu,Computer Science, BS
jt5835@illinois.edu,Mathematics & Computer Science, BSLAS
jt5411@illinois.edu,Computer Science + Astronomy, BSLAS
jt5046@illinois.edu,Mathematics & Computer Science, BSLAS
jt4475@illinois.edu,Mathematics & Computer Science, BSLAS
jt646@illinois.edu,Computer Science + Anthropology, BSLAS
jt4095@illinois.edu,Computer Engineering, BS
jt4217@illinois.edu,Computer Science + Education, BS
jt3615@illinois.edu,Mathematics & Computer Science, BSLAS
jt2568@illinois.edu,Computer Science + Anthropology, BSLAS
jt3844@illinois.edu,Computer Science + Advertising, BS
jt129@illinois.edu,Computer Science + Linguistics, BSLAS
jt1044@illinois.edu,Computer Science + Philosophy, BSLAS
jt288@illinois.edu,Computer Science, BS
jt336@illinois.edu,Computer Science + Animal Sciences, BS
jt5664@illinois.edu,Computer Science + Philosophy, BSLAS
jt5430@illinois.edu,Computer Science + Advertising, BS
jt1250@illinois.edu,Computer Science + Education, BS
jt1794@illinois.edu,Mathematics & Computer Science, BSLAS
jt1163@illinois.edu,Computer Science + Crop Sciences, BS
jt1992@illinois.edu,Computer Science + Linguistics, BSLAS
jt1732@illinois.edu,Computer Science + Crop Sciences, BS
jt787@illinois.edu,Computer Science + Anthropology, BSLAS
jt5954@illinois.edu,Computer Science + Advertising, BS
jt3110@illinois.edu,Computer Science, BS
jt4625@illinois.edu,Computer Science + Economics, BSLAS
jt5609@illinois.edu,Computer Science + Astronomy, BSLAS
jt3823@illinois.edu,Computer Science + Chemistry, BSLAS
jt921@illinois.edu,Statistics & Computer Science, BSLAS
jt3462@illinois.edu,Computer Science + Music, BS
jt3674@illinois.edu,Computer Science + Education, BS
jt946@illinois.edu,Statistics & Computer Science, BSLAS
jt1358@illinois.edu,Computer Science & Music, BS
jt3309@illinois.edu,Computer Science, BS
jt2725@illinois.edu,Computer Science, BS
jt2647@illinois.edu,Computer Science, BS
jt4124@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt1185@illinois.edu,Computer Science + Advertising, BS
jt5698@illinois.edu,Statistics & Computer Science, BSLAS
jt561@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt59@illinois.edu,Computer Science + Advertising, BS
jt848@illinois.edu,Computer Science + Animal Sciences, BS
jt4167@illinois.edu,Computer Science + Economics, BSLAS
jt638@illinois.edu,Computer Science + Chemistry, BSLAS
jt259@illinois.edu,Computer Science + Anthropology, BSLAS
jt1219@illinois.edu,Computer Science + Advertising, BS
jt5776@illinois.edu,Computer Engineering, BS
jt1646@illinois.edu,Computer Science, BS
jt5533@illinois.edu,Computer Engineering, BS
jt4621@illinois.edu,Computer Science + Education, BS
jt4227@illinois.edu,Computer Science + Economics, BSLAS
jt756@illinois.edu,Computer Science + Advertising, BS
jt5899@illinois.edu,Computer Science + Physics, BS
jt3715@illinois.edu,Computer Science + Crop Sciences, BS
jt5374@illinois.edu,Computer Science, BS
jt2100@illinois.edu,Computer Engineering, BS
jt1591@illinois.edu,Computer Science + Music, BS
jt1991@illinois.edu,Computer Science + Chemistry, BSLAS
jt5993@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3826@illinois.edu,Statistics & Computer Science, BSLAS
jt2413@illinois.edu,Computer Science + Economics, BSLAS
jt3883@illinois.edu,Computer Science & Music, BS
jt2146@illinois.edu,Computer Science + Chemistry, BSLAS
jt3253@illinois.edu,Computer Science + Anthropology, BSLAS
jt950@illinois.edu,Computer Science + Animal Sciences, BS
jt3983@illinois.edu,Computer Science + Physics, BS
jt4258@illinois.edu,Computer Science + Education, BS
jt5145@illinois.edu,Computer Science + Advertising, BS
jt3769@illinois.edu,Computer Science + Physics, BS
jt1187@illinois.edu,Computer Science + Philosophy, BSLAS
jt1076@illinois.edu,Computer Science + Bioengineering, BS
jt3136@illinois.edu,Computer Science + Education, BS
jt4369@illinois.edu,Computer Science + Physics, BS
jt424@illinois.edu,Computer Science + Anthropology, BSLAS
jt5502@illinois.edu,Computer Science + Anthropology, BSLAS
jt1640@illinois.edu,Computer Science + Physics, BS
jt1079@illinois.edu,Computer Science + Linguistics, BSLAS
jt3699@illinois.edu,Computer Science + Chemistry, BSLAS
jt656@illinois.edu,Computer Science + Animal Sciences, BS
jt3868@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt3095@illinois.edu,Computer Science + Anthropology, BSLAS
jt5427@illinois.edu,Computer Science & Music, BS
jt937@illinois.edu,Statistics & Computer Science, BSLAS
jt3979@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt2254@illinois.edu,Computer Science + Bioengineering, BS
jt683@illinois.edu,Computer Engineering, BS
jt4396@illinois.edu,Computer Science + Physics, BS
jt4987@illinois.edu,Computer Science + Astronomy, BSLAS
jt1150@illinois.edu,Computer Science + Astronomy, BSLAS
jt4896@illinois.edu,Computer Science + Music, BS
jt2954@illinois.edu,Computer Science + Animal Sciences, BS
jt2838@illinois.edu,Computer Science + Geography & Geographic Information Science, BSLAS
jt5769@illinois.edu,Computer Science + Music, BS
jt5197@illinois.edu,Mathematics & Computer Science, BSLAS
jt2923@illinois.edu,Computer Science + Astronomy, BSLAS
jt1719@illinois.edu,Computer Science + Advertising, BS
jt3716@illinois.edu,Computer Science + Bioengineering, BS
jt5010@illinois.edu,Computer Science + Education, BS
jt1022@illinois.edu,Mathematics & Computer Science, BSLAS
jt5291@illinois.edu,Mathematics & Computer Science, BSLAS
jt5925@illinois.edu,Computer Science + Astronomy, BSLAS
jt5203@illinois.edu,Computer Science + Bioengineering, BS
jt2729@illinois.edu,Computer Science + Astronomy, BSLAS
jt262@illinois.edu,Computer Science + Philosophy, BSLAS
jt952@illinois.edu,Computer Science + Crop Sciences, BS
jt1309@illinois.edu,Mathematics & Computer Science, BSLAS
