Name,Email,Major
Johnny Test47458,jt47458@illinois.edu,"Crop Sciences, PhD"
Johnny Test10581,jt10581@illinois.edu,"Agricultural & Biological Engineering, BS"
Johnny Test30528,jt30528@illinois.edu,"Chemistry, BSLAS"
Johnny Test21337,jt21337@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, BS"
Johnny Test52283,jt52283@illinois.edu,"Bioprocessing & Bioenergy, MS - Professional Science Master’s"
Johnny Test45179,jt45179@illinois.edu,"Health Communication, MS"
Johnny Test20502,jt20502@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test40591,jt40591@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, MS"
Johnny Test44353,jt44353@illinois.edu,"Crop Sciences, PhD"
Johnny Test51965,jt51965@illinois.edu,"Accountancy, PhD"
Johnny Test25359,jt25359@illinois.edu,"Finance + Data Science, BS"
Johnny Test32901,jt32901@illinois.edu,"Communication, BALAS"
Johnny Test30274,jt30274@illinois.edu,"Operations Management, BS"
Johnny Test25732,jt25732@illinois.edu,"Food Science, BS"
Johnny Test19481,jt19481@illinois.edu,"Global Studies, BALAS"
Johnny Test20283,jt20283@illinois.edu,"Art & Art History, BFA"
Johnny Test10305,jt10305@illinois.edu,"Management, BS"
Johnny Test20749,jt20749@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test41431,jt41431@illinois.edu,"Law, JSD"
Johnny Test25971,jt25971@illinois.edu,"Electrical Engineering, BS"
Johnny Test12127,jt12127@illinois.edu,"Classics, BALAS"
Johnny Test27299,jt27299@illinois.edu,"Kinesiology, BS"
Johnny Test43455,jt43455@illinois.edu,"Economics, MS"
Johnny Test24901,jt24901@illinois.edu,"Astrophysics, BSLAS"
Johnny Test33131,jt33131@illinois.edu,"Philosophy, BALAS"
Johnny Test31459,jt31459@illinois.edu,"Slavic Studies, BALAS"
Johnny Test53452,jt53452@illinois.edu,"Musicology, PhD"
Johnny Test13433,jt13433@illinois.edu,"Supply Chain Management, BS"
Johnny Test54046,jt54046@illinois.edu,"Rehabilitation, MS"
Johnny Test14827,jt14827@illinois.edu,"Business + Data Science, BS"
Johnny Test43968,jt43968@illinois.edu,"Biophysics & Quantitative Biology, MS"
Johnny Test43239,jt43239@illinois.edu,"Materials Science & Engineering, PhD"
Johnny Test26675,jt26675@illinois.edu,"Information Systems, BS"
Johnny Test3384,jt3384@illinois.edu,"Computer Science + Philosophy, BSLAS"
Johnny Test41610,jt41610@illinois.edu,"Law, LLM"
Johnny Test54491,jt54491@illinois.edu,"Theatre, PhD"
Johnny Test20423,jt20423@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test21089,jt21089@illinois.edu,"Urban Studies & Planning, BA"
Johnny Test45922,jt45922@illinois.edu,"Communications & Media, PhD"
Johnny Test47834,jt47834@illinois.edu,"Schools Specialization, CAS"
Johnny Test27422,jt27422@illinois.edu,"Journalism, BS"
Johnny Test44268,jt44268@illinois.edu,"Food Science & Human Nutrition, MS - Professional Science Master’s"
Johnny Test27364,jt27364@illinois.edu,"Theatre, BFA"
Johnny Test4009,jt4009@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test2860,jt2860@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test22187,jt22187@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test9258,jt9258@illinois.edu,"Graphic Design, BFA"
Johnny Test41227,jt41227@illinois.edu,"Physics, PhD"
Johnny Test18086,jt18086@illinois.edu,"Management, BS"
Johnny Test21906,jt21906@illinois.edu,"Music, BA"
Johnny Test10297,jt10297@illinois.edu,"Creative Writing, BALAS"
Johnny Test8464,jt8464@illinois.edu,"Electrical Engineering, BS"
Johnny Test34374,jt34374@illinois.edu,"Business + Data Science, BS"
Johnny Test45094,jt45094@illinois.edu,"Audiology, AuD"
Johnny Test37389,jt37389@illinois.edu,"French, MA"
Johnny Test13443,jt13443@illinois.edu,"Urban Studies & Planning, BA"
Johnny Test17314,jt17314@illinois.edu,"Athletic Training, BS"
Johnny Test49038,jt49038@illinois.edu,"Astronomy, PhD"
Johnny Test39894,jt39894@illinois.edu,"Business Analytics, MS"
Johnny Test2076,jt2076@illinois.edu,"Computer Science + Advertising, BS"
Johnny Test42291,jt42291@illinois.edu,"Comparative Literature, MA"
Johnny Test423,jt423@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test36937,jt36937@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test26125,jt26125@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test37550,jt37550@illinois.edu,"Advertising, MS"
Johnny Test42015,jt42015@illinois.edu,"Art & Design, MFA"
Johnny Test5493,jt5493@illinois.edu,"Computer Science, PhD"
Johnny Test30215,jt30215@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test9709,jt9709@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test3243,jt3243@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test32050,jt32050@illinois.edu,"Germanic Studies, BALAS"
Johnny Test44333,jt44333@illinois.edu,"Human Resources & Industrial Relations, MHRIR"
Johnny Test14369,jt14369@illinois.edu,"Chemical Engineering, BS"
Johnny Test37849,jt37849@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test39634,jt39634@illinois.edu,"Spanish, PhD"
Johnny Test39967,jt39967@illinois.edu,"Curriculum & Instruction, MA"
Johnny Test13228,jt13228@illinois.edu,"Management, BS"
Johnny Test2967,jt2967@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test11116,jt11116@illinois.edu,"Portuguese, BALAS"
Johnny Test48377,jt48377@illinois.edu,"Portuguese, PhD"
Johnny Test32622,jt32622@illinois.edu,"Slavic Studies, BALAS"
Johnny Test14380,jt14380@illinois.edu,"Community Health, BS"
Johnny Test22741,jt22741@illinois.edu,"Psychology, BSLAS"
Johnny Test16443,jt16443@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test41753,jt41753@illinois.edu,"Psychological Science, MS"
Johnny Test54072,jt54072@illinois.edu,"Human Resources & Industrial Relations, MHRIR"
Johnny Test34632,jt34632@illinois.edu,"Dance, BA"
Johnny Test46449,jt46449@illinois.edu,"Economics, MS"
Johnny Test39502,jt39502@illinois.edu,"Russian, East European, & Eurasian Studies, MA"
Johnny Test54697,jt54697@illinois.edu,"Business Administration, PhD"
Johnny Test24899,jt24899@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test1152,jt1152@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test26908,jt26908@illinois.edu,"Individual Plans of Study, BALAS or BSLAS"
Johnny Test41777,jt41777@illinois.edu,"Food Science & Human Nutrition, PhD"
Johnny Test48682,jt48682@illinois.edu,"Business Administration, MBA (Online iMBA)"
Johnny Test22538,jt22538@illinois.edu,"Information Systems, BS"
Johnny Test50240,jt50240@illinois.edu,Romance Linguistics
Johnny Test48823,jt48823@illinois.edu,"Systems & Entrepreneurial Engineering, MS"
Johnny Test23571,jt23571@illinois.edu,"Mechanical Engineering, BS"
Johnny Test37768,jt37768@illinois.edu,"Accountancy, PhD"
Johnny Test6466,jt6466@illinois.edu,"Civil Engineering, BS"
Johnny Test52836,jt52836@illinois.edu,"French, PhD"
Johnny Test20772,jt20772@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test44879,jt44879@illinois.edu,"Health Administration, MHA"
Johnny Test54000,jt54000@illinois.edu,"Environmental Geology, MS"
Johnny Test20057,jt20057@illinois.edu,"Recreation, Sport & Tourism, BS"
Johnny Test28153,jt28153@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test33879,jt33879@illinois.edu,"Early Childhood Education, BS"
Johnny Test22854,jt22854@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test2562,jt2562@illinois.edu,"Computer Science + Music, BS"
Johnny Test49753,jt49753@illinois.edu,"Social Work, PhD"
Johnny Test32475,jt32475@illinois.edu,"Neural Engineering, BS"
Johnny Test54421,jt54421@illinois.edu,"Public Health, MPH"
Johnny Test36895,jt36895@illinois.edu,"Information Sciences + Data Science, BS"
Johnny Test22661,jt22661@illinois.edu,"Astronomy, BSLAS"
Johnny Test34618,jt34618@illinois.edu,"Astronomy, BSLAS"
Johnny Test38118,jt38118@illinois.edu,"Classical Philology, PhD"
Johnny Test14223,jt14223@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test42550,jt42550@illinois.edu,"Slavic Languages & Literatures, MA"
Johnny Test37117,jt37117@illinois.edu,"Special Education, EdM"
Johnny Test46864,jt46864@illinois.edu,"Nutritional Sciences, PhD"
Johnny Test36019,jt36019@illinois.edu,"Special Education, BS"
Johnny Test42958,jt42958@illinois.edu,"Geography, PhD"
Johnny Test9955,jt9955@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test52863,jt52863@illinois.edu,"Biophysics & Quantitative Biology, MS"
Johnny Test47324,jt47324@illinois.edu,"European Union Studies, MA"
Johnny Test35313,jt35313@illinois.edu,"Engineering Mechanics, BS"
Johnny Test11182,jt11182@illinois.edu,Chemistry Teaching
Johnny Test36269,jt36269@illinois.edu,"History, BALAS"
Johnny Test30428,jt30428@illinois.edu,Art Undeclared
Johnny Test3544,jt3544@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test16695,jt16695@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test45468,jt45468@illinois.edu,"Weather and Climate Risk and Analytics, MS"
Johnny Test25426,jt25426@illinois.edu,"Geology, BS"
Johnny Test46018,jt46018@illinois.edu,"Chemical Engineering, MS"
Johnny Test6022,jt6022@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test42159,jt42159@illinois.edu,"Music, MMUS"
Johnny Test45465,jt45465@illinois.edu,"Mechanical Engineering, MENG"
Johnny Test1130,jt1130@illinois.edu,"Computer Science, BS"
Johnny Test6916,jt6916@illinois.edu,"Voice, BMUS"
Johnny Test27833,jt27833@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test30047,jt30047@illinois.edu,"Studio Art, BASA"
Johnny Test46463,jt46463@illinois.edu,"Curriculum & Instruction, EdM"
Johnny Test27465,jt27465@illinois.edu,"Musicology, BMUS"
Johnny Test47915,jt47915@illinois.edu,"Mathematics, MS"
Johnny Test13526,jt13526@illinois.edu,"Spanish, BALAS"
Johnny Test2590,jt2590@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test32820,jt32820@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test6368,jt6368@illinois.edu,"Physics, BS"
Johnny Test30743,jt30743@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test17998,jt17998@illinois.edu,"Graphic Design, BFA"
Johnny Test17121,jt17121@illinois.edu,"Music Education, BME"
Johnny Test24579,jt24579@illinois.edu,"Finance + Data Science, BS"
Johnny Test32459,jt32459@illinois.edu,"Graphic Design, BFA"
Johnny Test30285,jt30285@illinois.edu,"Management, BS"
Johnny Test14718,jt14718@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test18887,jt18887@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test43543,jt43543@illinois.edu,"Musicology, PhD"
Johnny Test46089,jt46089@illinois.edu,"Library & Information Science, MS"
Johnny Test13750,jt13750@illinois.edu,"Materials Science & Engineering, BS"
Johnny Test24817,jt24817@illinois.edu,"Individual Plans of Study, BALAS or BSLAS"
Johnny Test31599,jt31599@illinois.edu,"Teaching of French, BA"
Johnny Test14527,jt14527@illinois.edu,"Portuguese, BALAS"
Johnny Test51246,jt51246@illinois.edu,"Theatre, MA"
Johnny Test39202,jt39202@illinois.edu,"Biochemistry, PhD"
Johnny Test39228,jt39228@illinois.edu,"Entomology, PhD"
Johnny Test34426,jt34426@illinois.edu,"Chemical Engineering, BS"
Johnny Test5435,jt5435@illinois.edu,"Computer Science, MS"
Johnny Test49303,jt49303@illinois.edu,"Technology Management, MS"
Johnny Test27381,jt27381@illinois.edu,"Elementary Education, BS"
Johnny Test11129,jt11129@illinois.edu,"Open Studies, BMUS"
Johnny Test33613,jt33613@illinois.edu,"Global Studies, BALAS"
Johnny Test19785,jt19785@illinois.edu,"Global Studies, BALAS"
Johnny Test9163,jt9163@illinois.edu,"History of Art, BALAS"
Johnny Test22505,jt22505@illinois.edu,"Latin American Studies, BALAS"
Johnny Test1004,jt1004@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test27185,jt27185@illinois.edu,"Supply Chain Management, BS"
Johnny Test35879,jt35879@illinois.edu,"Management, BS"
Johnny Test12101,jt12101@illinois.edu,"Supply Chain Management, BS"
Johnny Test22678,jt22678@illinois.edu,"Chemistry, BSLAS"
Johnny Test17988,jt17988@illinois.edu,"Supply Chain Management, BS"
Johnny Test10564,jt10564@illinois.edu,"Civil Engineering, BS"
Johnny Test6115,jt6115@illinois.edu,"Instrumental Music, BMUS"
Johnny Test2772,jt2772@illinois.edu,"Computer Engineering, BS"
Johnny Test41864,jt41864@illinois.edu,"Entomology, MS"
Johnny Test21059,jt21059@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test39332,jt39332@illinois.edu,"Comparative Literature, MA"
Johnny Test45456,jt45456@illinois.edu,"Landscape Architecture, PhD"
Johnny Test7348,jt7348@illinois.edu,"Classics, BALAS"
Johnny Test43258,jt43258@illinois.edu,"Agricultural & Biological Engineering, PhD"
Johnny Test30637,jt30637@illinois.edu,"Astronomy + Data Science, BSLAS"
Johnny Test2707,jt2707@illinois.edu,"Computer Science + Economics, BSLAS"
Johnny Test26854,jt26854@illinois.edu,Art Undeclared
Johnny Test20452,jt20452@illinois.edu,"Biochemistry, BS"
Johnny Test25667,jt25667@illinois.edu,"Musicology, BMUS"
Johnny Test25787,jt25787@illinois.edu,"African American Studies, BALAS"
Johnny Test26667,jt26667@illinois.edu,"Germanic Studies, BALAS"
Johnny Test42248,jt42248@illinois.edu,"Health Administration, MHA"
Johnny Test19393,jt19393@illinois.edu,"Supply Chain Management, BS"
Johnny Test24069,jt24069@illinois.edu,"Engineering Mechanics, BS"
Johnny Test22512,jt22512@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test32702,jt32702@illinois.edu,"Agronomy, BS"
Johnny Test53608,jt53608@illinois.edu,"Agricultural & Applied Economics, PhD"
Johnny Test16755,jt16755@illinois.edu,"Chemistry, BS"
Johnny Test6026,jt6026@illinois.edu,"Teaching of Spanish, BA"
Johnny Test11419,jt11419@illinois.edu,"French (Teaching), BA"
Johnny Test32987,jt32987@illinois.edu,"Latin American Studies, BALAS"
Johnny Test49302,jt49302@illinois.edu,"Agricultural & Biological Engineering, MS"
Johnny Test12567,jt12567@illinois.edu,"Dance, BA"
Johnny Test19625,jt19625@illinois.edu,Teacher Education (K-12)
Johnny Test20028,jt20028@illinois.edu,"Mathematics, BSLAS"
Johnny Test39125,jt39125@illinois.edu,"Education Policy, Organization & Leadership, EdD"
Johnny Test54162,jt54162@illinois.edu,"Recreation, Sport & Tourism, MS"
Johnny Test29664,jt29664@illinois.edu,"Chemistry, BS"
Johnny Test38435,jt38435@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test37355,jt37355@illinois.edu,"Entomology, MS"
Johnny Test39774,jt39774@illinois.edu,"Astronomy, MS"
Johnny Test43120,jt43120@illinois.edu,Romance Linguistics
Johnny Test22279,jt22279@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test20123,jt20123@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test19146,jt19146@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test53088,jt53088@illinois.edu,"Engineering, MENG"
Johnny Test16584,jt16584@illinois.edu,"Studio Art, BASA"
Johnny Test31286,jt31286@illinois.edu,"Integrative Biology, BSLAS"
Johnny Test52601,jt52601@illinois.edu,"Library & Information Science, MS"
Johnny Test31064,jt31064@illinois.edu,"Community Health, BS"
Johnny Test997,jt997@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test32658,jt32658@illinois.edu,"Sociology, BALAS"
Johnny Test10504,jt10504@illinois.edu,"Portuguese, BALAS"
Johnny Test33474,jt33474@illinois.edu,Chemistry Teaching
Johnny Test5023,jt5023@illinois.edu,"Computer Science, MS"
Johnny Test26130,jt26130@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test50101,jt50101@illinois.edu,"Astronomy, MS"
Johnny Test21536,jt21536@illinois.edu,"English, BALAS"
Johnny Test26356,jt26356@illinois.edu,"Management, BS"
Johnny Test24149,jt24149@illinois.edu,"History, BALAS"
Johnny Test19717,jt19717@illinois.edu,"Earth, Society, & Environmental Sustainability, BSLAS"
Johnny Test35742,jt35742@illinois.edu,"Crop Sciences, BS"
Johnny Test8218,jt8218@illinois.edu,"Innovation, Leadership & Engineering Entrepreneurship, BS (ILEE)"
Johnny Test52778,jt52778@illinois.edu,"Architecture, PhD"
Johnny Test8593,jt8593@illinois.edu,"Information Sciences, BS"
Johnny Test49276,jt49276@illinois.edu,"Sociology, MA"
Johnny Test10081,jt10081@illinois.edu,"Advertising, BS"
Johnny Test40798,jt40798@illinois.edu,"Astronomy, PhD"
Johnny Test51449,jt51449@illinois.edu,"Schools Specialization, CAS"
Johnny Test7803,jt7803@illinois.edu,"Astronomy, BSLAS"
Johnny Test52130,jt52130@illinois.edu,"Educational Psychology, PhD"
Johnny Test17776,jt17776@illinois.edu,"Music, BA"
Johnny Test11475,jt11475@illinois.edu,"French (Teaching), BA"
Johnny Test44579,jt44579@illinois.edu,"Mechanical Engineering, MS"
Johnny Test33597,jt33597@illinois.edu,"Industrial Engineering, BS"
Johnny Test43366,jt43366@illinois.edu,"Agricultural & Biological Engineering, MS"
Johnny Test23867,jt23867@illinois.edu,"Elementary Education, BS"
Johnny Test31703,jt31703@illinois.edu,"Community Health, BS"
Johnny Test29972,jt29972@illinois.edu,"Special Education, BS"
Johnny Test21890,jt21890@illinois.edu,"Global Studies, BALAS"
Johnny Test48237,jt48237@illinois.edu,"Curriculum & Instruction, EdM"
Johnny Test27430,jt27430@illinois.edu,"Middle Grades Education, BS"
Johnny Test45475,jt45475@illinois.edu,"Biochemistry, MS"
Johnny Test37903,jt37903@illinois.edu,"Business Administration, MS (see Management, MS)"
Johnny Test50398,jt50398@illinois.edu,"Theatre, MA"
Johnny Test31651,jt31651@illinois.edu,"Communication, BALAS"
Johnny Test35996,jt35996@illinois.edu,"Anthropology, BALAS"
Johnny Test3125,jt3125@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test45795,jt45795@illinois.edu,"Russian, East European, & Eurasian Studies, MA"
Johnny Test38642,jt38642@illinois.edu,"Art Education, MA"
Johnny Test24110,jt24110@illinois.edu,"Kinesiology, BS & Public Health, MPH"
Johnny Test13084,jt13084@illinois.edu,"Music Education, BME"
Johnny Test20258,jt20258@illinois.edu,"Marketing, BS"
Johnny Test32462,jt32462@illinois.edu,"German (Teaching), BA"
Johnny Test47537,jt47537@illinois.edu,"Russian, East European, & Eurasian Studies, MA"
Johnny Test48098,jt48098@illinois.edu,"Economics, PhD"
Johnny Test17606,jt17606@illinois.edu,"Mathematics, BSLAS"
Johnny Test45030,jt45030@illinois.edu,"Art History, PhD"
Johnny Test15965,jt15965@illinois.edu,"Secondary Education, BS"
Johnny Test49192,jt49192@illinois.edu,"Regional Planning, PhD"
Johnny Test9609,jt9609@illinois.edu,"Geology, BSLAS"
Johnny Test7237,jt7237@illinois.edu,"Finance + Data Science, BS"
Johnny Test40827,jt40827@illinois.edu,"Law, JSD"
Johnny Test17445,jt17445@illinois.edu,"Linguistics, BALAS"
Johnny Test34808,jt34808@illinois.edu,"Journalism, BS"
Johnny Test1103,jt1103@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test27795,jt27795@illinois.edu,"Latina/Latino Studies, BALAS"
Johnny Test49400,jt49400@illinois.edu,"Geology, MS"
Johnny Test34524,jt34524@illinois.edu,"Teaching of French, BA"
Johnny Test39130,jt39130@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, PhD"
Johnny Test9240,jt9240@illinois.edu,"Musicology, BMUS"
Johnny Test43512,jt43512@illinois.edu,"Bioengineering, MS"
Johnny Test34919,jt34919@illinois.edu,"Athletic Training, BS"
Johnny Test46563,jt46563@illinois.edu,"Communications & Media, PhD"
Johnny Test7576,jt7576@illinois.edu,"Urban Studies & Planning, BA"
Johnny Test43442,jt43442@illinois.edu,"Health Communication, MS"
Johnny Test40221,jt40221@illinois.edu,"English, PhD"
Johnny Test4700,jt4700@illinois.edu,"Electrical & Computer Engineering, PhD"
Johnny Test37001,jt37001@illinois.edu,"VMS- Pathobiology, MS"
Johnny Test38864,jt38864@illinois.edu,"History, MA"
Johnny Test8281,jt8281@illinois.edu,"History of Art, BALAS"
Johnny Test50023,jt50023@illinois.edu,"Statistics, MS"
Johnny Test10503,jt10503@illinois.edu,"Learning & Education Studies, BS"
Johnny Test12650,jt12650@illinois.edu,"Integrative Biology, BSLAS"
Johnny Test51520,jt51520@illinois.edu,"Nutritional Sciences, MS"
Johnny Test7793,jt7793@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test46412,jt46412@illinois.edu,"Teaching of Biological Science, MS"
Johnny Test47610,jt47610@illinois.edu,"Business Administration, MS (see Management, MS)"
Johnny Test37984,jt37984@illinois.edu,"Political Science, MA"
Johnny Test27861,jt27861@illinois.edu,"Sociology, BALAS"
Johnny Test15211,jt15211@illinois.edu,"Operations Management, BS"
Johnny Test34657,jt34657@illinois.edu,"Global Studies, BALAS"
Johnny Test52393,jt52393@illinois.edu,"Music, AD"
Johnny Test23877,jt23877@illinois.edu,"Anthropology, BALAS"
Johnny Test38254,jt38254@illinois.edu,"Geology, PhD"
Johnny Test40621,jt40621@illinois.edu,"Geography, PhD"
Johnny Test50559,jt50559@illinois.edu,"Predictive Analytics and Risk Management, MS"
Johnny Test46633,jt46633@illinois.edu,"Philosophy, PhD"
Johnny Test38750,jt38750@illinois.edu,"Classical Philology, PhD"
Johnny Test54137,jt54137@illinois.edu,"Speech & Hearing Science, Audiology - See Audiology, AuD"
Johnny Test49807,jt49807@illinois.edu,"Educational Psychology, EdM"
Johnny Test610,jt610@illinois.edu,"Computer Engineering, BS"
Johnny Test36340,jt36340@illinois.edu,"Middle Grades Education, BS"
Johnny Test1589,jt1589@illinois.edu,"Computer Science + Anthropology, BSLAS"
Johnny Test42955,jt42955@illinois.edu,"Actuarial Science, MS"
Johnny Test5799,jt5799@illinois.edu,"Bioinformatics, MS"
Johnny Test8584,jt8584@illinois.edu,"Music Education, BME"
Johnny Test54692,jt54692@illinois.edu,Choral Music
Johnny Test51369,jt51369@illinois.edu,"Environmental Engineering in Civil Engineering, PhD"
Johnny Test35639,jt35639@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test3582,jt3582@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test43138,jt43138@illinois.edu,"Business Administration, MBA (Online iMBA)"
Johnny Test37869,jt37869@illinois.edu,"Chemical Engineering, PhD"
Johnny Test13964,jt13964@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test34100,jt34100@illinois.edu,"Journalism, BS"
Johnny Test51877,jt51877@illinois.edu,"CyberGIS and Geospatial Data Science, MS"
Johnny Test11682,jt11682@illinois.edu,"Global Studies, BALAS"
Johnny Test13034,jt13034@illinois.edu,"Religion, BALAS"
Johnny Test44905,jt44905@illinois.edu,"Curriculum & Instruction, MA"
Johnny Test21153,jt21153@illinois.edu,"Agricultural & Biological Engineering, BS"
Johnny Test47463,jt47463@illinois.edu,"Chemistry, MS"
Johnny Test28652,jt28652@illinois.edu,"Jazz Performance, BMUS"
Johnny Test7002,jt7002@illinois.edu,"Recreation, Sport & Tourism, BS"
Johnny Test19055,jt19055@illinois.edu,"Studio Art, BASA"
Johnny Test46288,jt46288@illinois.edu,"Materials Science & Engineering, PhD"
Johnny Test3631,jt3631@illinois.edu,"Statistics & Computer Science, BSLAS"
Johnny Test18550,jt18550@illinois.edu,"History of Art, BALAS"
Johnny Test43168,jt43168@illinois.edu,"Speech & Hearing Science, MA"
Johnny Test9804,jt9804@illinois.edu,"Finance + Data Science, BS"
Johnny Test28374,jt28374@illinois.edu,"Spanish (Teaching), BA"
Johnny Test33724,jt33724@illinois.edu,"Athletic Training, BS"
Johnny Test41792,jt41792@illinois.edu,"VMS - Comparative Biosciences, PhD"
Johnny Test10762,jt10762@illinois.edu,"Studio Art, BFASA"
Johnny Test14836,jt14836@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test30618,jt30618@illinois.edu,"Astrophysics, BSLAS"
Johnny Test28469,jt28469@illinois.edu,"Kinesiology, BS"
Johnny Test48471,jt48471@illinois.edu,"Urban Planning, MUP"
Johnny Test22112,jt22112@illinois.edu,"Engineering Mechanics, BS"
Johnny Test33451,jt33451@illinois.edu,"Middle Grades Education, BS"
Johnny Test52086,jt52086@illinois.edu,"Statistics, MS"
Johnny Test46174,jt46174@illinois.edu,"Communication, PhD"
Johnny Test10606,jt10606@illinois.edu,"Astronomy, BSLAS"
Johnny Test25760,jt25760@illinois.edu,"Speech & Hearing Science, BS"
Johnny Test40290,jt40290@illinois.edu,"History, MA"
Johnny Test42189,jt42189@illinois.edu,"Geology, MS"
Johnny Test10885,jt10885@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test18369,jt18369@illinois.edu,"Strategy, Innovation and Entrepreneurship, BS"
Johnny Test16081,jt16081@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test31255,jt31255@illinois.edu,"Germanic Studies, BALAS"
Johnny Test53465,jt53465@illinois.edu,"Art History, MA"
Johnny Test14731,jt14731@illinois.edu,"Secondary Education, BS"
Johnny Test713,jt713@illinois.edu,"Computer Science + Physics, BS"
Johnny Test52996,jt52996@illinois.edu,"Educational Psychology, EdM"
Johnny Test46130,jt46130@illinois.edu,"Portuguese, MA"
Johnny Test52790,jt52790@illinois.edu,"Elementary Education, EdM"
Johnny Test16123,jt16123@illinois.edu,"Neuroscience, BSLAS"
Johnny Test36897,jt36897@illinois.edu,"Urban Studies & Planning, BA"
Johnny Test20391,jt20391@illinois.edu,"Industrial Design, BFA"
Johnny Test8049,jt8049@illinois.edu,"Information Sciences, BS"
Johnny Test43869,jt43869@illinois.edu,"Molecular & Integrative Physiology, PhD"
Johnny Test52489,jt52489@illinois.edu,"Mechanical Engineering, MENG"
Johnny Test32670,jt32670@illinois.edu,"Athletic Training, BS"
Johnny Test27092,jt27092@illinois.edu,"Global Studies, BALAS"
Johnny Test41640,jt41640@illinois.edu,"Teaching of Chemistry, MS"
Johnny Test36684,jt36684@illinois.edu,"Integrative Biology, BSLAS"
Johnny Test32660,jt32660@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test14437,jt14437@illinois.edu,"Music Education, BME"
Johnny Test39925,jt39925@illinois.edu,"Educational Psychology, PhD"
Johnny Test34518,jt34518@illinois.edu,"Portuguese, BALAS"
Johnny Test6053,jt6053@illinois.edu,"Accountancy, BS"
Johnny Test37416,jt37416@illinois.edu,"Systems & Entrepreneurial Engineering, PhD"
Johnny Test4243,jt4243@illinois.edu,"Computer Science, MCS"
Johnny Test54602,jt54602@illinois.edu,"Kinesiology, MS"
Johnny Test45248,jt45248@illinois.edu,"Chemical Engineering, MS"
Johnny Test15591,jt15591@illinois.edu,"Italian, BALAS"
Johnny Test23537,jt23537@illinois.edu,"Chemical Engineering, BS"
Johnny Test15883,jt15883@illinois.edu,"Art & Art History, BFA"
Johnny Test42621,jt42621@illinois.edu,"Early Childhood Education, EdM"
